那请问作者究竟自己写了啥？唯一一星是因为这次阅读体验给我两点启示:一是豆瓣评分仅供参考;二是新书慎买。,0
网评口碑特别好，读书体验特别差！严重过誉，没有之一！,0
主人公做事完全不考虑他人感受，还以为只有自己活得明白。,0
看了十几页，“女人干刑警真不行，体能和思维跟不上”“女人那点慧根当不了大律师”还是从女生的聊天里出来的，再来看评论就弃了。,0
看了三分之一，放弃，写得挺傻逼的,0
看到172页吐了好几次，翻到结尾继续吐，我家司机很穷我家园丁很穷的反版，自以为是的富人和能人的 yy，作者女性，不无恶意的猜测其小三及情妇崇拜，男人如巨婴，听推荐人讲了全书价值观，倒是很赞同，人分三六九等，垃圾应该在垃圾堆里，帮助也无法改变其垃圾的本质，故此打一星,0
读了一半实在读不下去，从第一页开始如同网络小说一样幼稚的文笔实在让人无法接受，一星与五星的两个极端，说实话我是第一次碰见，还在考虑要不要继续读下去，到底怎么回事呢,0
神棍学,0
我看不懂这故弄玄虚的书,0
内容纯粹瞎yy，中年油腻男的阴谋论跟佛经。文学价值很低。,0
这本小说成书原因就是作者的一个闺蜜的吹逼之作，当然会出现各种npc。,0
第一，完全不会讲故事;第二，文笔是初中生作文水平;第三，跟缠师的缠论一样，从情节到思想，都过时了。,0
无聊，味同嚼蜡,0
细节多是炫富，言谈无非装逼，理念模糊不清，人物纠结矫情。,0
还算认真地读了前10章，人设浮夸，对白故弄玄虚。男女主人公互撩得也不是很高明，甚至有些无趣。跳着读了11-20章，所谓的“送个礼物”也有些吃饱了撑得没事干的感觉。至于评论区所说的“包罗万象，佛学之光”....好像也并未看出达到了佛学的高度。就算是真有，那还不如直接去看佛经，为何要看夹杂了这么多欲望的本书？看来小说这东西确实是个花入各眼，就我而言对这部长篇实在是缺乏耐性和兴趣了。,0
真的想不通，这么多人评价居然还有这么高的评分？ 高高在上自以为是故弄玄虚矫揉造作编造痕迹过重～ 文笔在我这工科生眼里都太一般般的还有点俗～ 真不是我能看的下的菜～,0
作者一副狂妄装逼的嘴脸。老百姓吃饱后就是要骂娘，骂你们这些自诩的救世主。,0
？？？？？？凭什么这么高分？？？？这价值观也是没谁了,0
矮化女性的同时女性也在自我矮化，时时处处不忘提到“尤其是女性”就如何弱势，情绪化，不具备思辨能力。。。不知道作者是被谁洗了脑。爱人就要如此地放弃自我？女主明明什么都有，从物质到精神地独立不依赖，却一再被作者贬低和自我贬低，真是不喜欢这样的作品。另外书中从大盗到金融精英说话都是一个模样，各种故弄玄虚云山雾罩的逻辑绕来绕去，华而不实。可能十几年前的作者就是这样不晓得好好说话。另外还“白领就是白领”，十几年前的“白领”含金量这么高吗，现在说谁是白领简直是骂人,0
只读了三分之一。我读过的烂书也算不少了，这本是真读不下去。装逼太过槽点太多，数都数不过来。文笔也极差，无死角的极差。,0
吴伯凡老师说这本书他看了不下十遍，我才捏着鼻子把这本书看完。人设捏造得比武侠还假，情节却想力求真实，行文太琐碎事无巨细像剧本…看完没什么收获。,0
作者还真是想把自己所知道的所有东西都给卖弄出来哩。表现欲很旺盛。人物说着拽而臭的书面用语，动不动用什么似魔非人的形容词，故作惊人把丁元英说成个古今奇人，倒显出几分小家子气。此外文中充斥着一种认为女性低于男人的想法。作者自己身为一个女人，轻视女性的想法却还如此呼之欲出。如果真的认为自己这么低廉，就干脆不要出来写书了，先保持沉默审视审视自己吧。一边看不起女人，一边在那拼命表现装逼，实在恶心。,0
恶臭！狗屎一样的东西，一个毫无逻辑根本不可能发生的故事，一群不说人话毫无性格的人物，傻逼到了极点。感觉就是一个农村老娘们看了两本佛经和财经杂志就憋出来的所谓小说，这么高分简直不可思议。这书是一个姑娘推荐的，我真的很想为买这书这二十元慷慨悲歌一把。,0
烂成这样的书,0
真是可怕,0
难看。 数次看到文绉绉贬低女性，莫名其妙的酒桌文化，无语迷惑和真实反胃。,0
第一点，全文贯穿始终的对女性的歧视，无法忍受，男人只因为多了那么一个部位就天生伟大了？什么鬼逻辑？之所以看完完全是因为好奇为什么那么多人给高分。第二点，很浅显的道理非要故弄玄虚讲一大堆有的没的，不说人话就觉得自己很厉害了？13从头装到尾也是够了。真大师都是深入浅出的，只有一知半解的人才故作高深。第三点，故事里所有的人物都是作者的工具人，嘴里说的也都只是作者想说的话，不能站在他人的角度让人物说自己的话，也难怪作者之后没有其他作品了，因为一个人想说的真的有限，说完了也就没了。以上。,0
是不是我粗俗。真的好无聊,0
虚伪,0
作者这偏心的太明显了吧 全世界你家最穷 全世界你家小孩最用功读书成绩最好 我就想问明明穷成这个鬼养了 你生那么多小孩干嘛啊 没有钱你逞什么强把房子让给弟弟啊 自己照顾不了自己家人还装圣母博同情 社会社会,0
不，喜，欢。,0
很烂，看不下去,0
厌恶。,0
不明所以,0
跟穆斯林的葬礼一样，都是拿过茅盾文学屎的屎,0
这本书老师们在那里“小孩子能看懂吗？” 我对这本书实在性质缺缺，反而正是因为我看懂了——一种后革命氛围下的文学书写因缘际会因为政治被捧的高高。,0
实在不喜欢这本书,0
垃圾,0
完全垃圾的书，特别翻译，搞不明白为什么这么多人看，而且还很高评价。,0
又是一个只顾画饼不给刀叉的心灵鸡汤。,0
看到很多地方推荐此书，原来是营销做得好。内容空泛、啰嗦、逻辑混乱。4星评分太水了。,0
没任何研究支撑，也能分类到心理学著作？？？最后还搞上了神学？？全程想“蛤？”。请豆瓣加个鸡汤分类，别误导祖国的花朵。,0
这就是心理学家啊？不过是手握着自己狭隘的人生阅历，臆测存在于他人身上万千种可能性以及行为动机罢了。“爱”可真是个万试万灵的理由，遇到不能自圆其说的时候就往这上面扯，准过关。,0
你要是喜欢，我们一定是三观八字犯冲！明明就是简单啰嗦浅薄，还偏偏要装成守拙。看不下去了！！谁买谁后悔,0
这个作者已经破产了。这种烂书真心没有必要读。,0
垃圾，老子被这本书骗了了整整一年多，真要书上这么说，这辈子都翻不了身,0
这书是来收智商税的吧。。反社会主义，反资本主义，反消费主义，还能剩下来的也就是金融资本家的那套了……,0
几个观念反反复复的磨叨磨叨磨叨，真是浪费时间。,0
真不想承认我读过，史上之烂，令我汗颜,0
畅销烂书,0
随便翻翻吧。本来给三星，看到是天津人民出版社的，果断改一星。,0
这种诗选，啥也没有的，原文都没有，选的理由也没有，既不是代表作翻译选的也不懂什么标准，好意思卖78块哦？？,0
辛波斯卡应该是在早年过度耗费了才气，才在晚年写出这样平庸的东西,0
分虚高了 内容太太太太浅显了,0
装！太装！半桶水一晃就开始装 呵 贻笑大方。装得如此三流以至于我对故事情节都没了好感。只应了是书里自嘲的那句“醉舞经阁半卷书，坐井说天阔”！,0
这个评分也是醉了,0
挺好奇给这书打五星的读者群……心理学导论放了一段审问王明阳的电视剧片段，看了小说发现那段简直是装×精髓所在……,0
严重过誉，不明白为何能有这么高评分。作者没有任何意义的把几个主角都描写的那么完美，然后丁元英总是在说一些形而上的话，无论是在什么场合，无论对谁说，乍一看仿佛很深奥，但纯粹是假大空。最无语的是各种过度解读，某人说一句话作者就可以帮别人想到十句心理活动和揣摩话中的含义，如果真是这样活的，请问作者不累吗？还有一点，这文笔也是烂的可以。,0
装神弄鬼的言情小说。不管是所谓思想包装还是情感描写，都比较粗糙而突兀。作为一个女作家，写不好言情，又弄些似是而非的理论，这简介是书托写的吧？,0
烦在自以为是的谈什么文化属性，无奈在这种写作技巧和文笔。不过整个商业故事设计得还是很精巧的，看到芮小丹死的时候我在地铁上哭了。,0
不怎么样,0
很不喜欢，读着甚至有种生理上的厌恶。,0
幼稚,0
在网上这书改编的电视剧被认为是神作，书被认为是神书，我在此之前从未听说过，买来读。真是太糟糕了。无论文字，还是网上吹捧的“思想”都很没意思。不知道这个东西怎么成为神作的。,0
怀着崇敬的心情开始阅读，读完却有股子想鄙视的心，可能我俗的够不到人家畅想的高大尚吧。,0
挺烂的,0
这自以为是的口吻让我读不下去,0
老实讲，这本书看了小半本，不知道东拉西扯在讲些什么，看不懂。女主一个不让须眉的理性刑警，突然就看上男主了，男主一个淡泊名利的投资人，突然间就接受了女主的投怀送抱，真莫名其妙啊！,0
垃圾死了,0
不带这么抬举和埋汰星期四男的,0
不能习惯这样的人物设置，不能接受这样的语言风格，长篇说理一看就头疼,0
许是造诣不够，总觉得此书太过，神神叨叨的,0
雄哥借的书，抢过来用最快的速度浏览了一遍。 故作高深的一本书。,0
充斥着浓浓装b，故作深沉的书。,0
故弄玄虚 不说人话 ,0
我擦.....这么高分让我十分怀疑我的判断.......但是这真的没毛好看的啊 神神叨叨的说的都不在点上...........,0
主要是不喜欢王志文，这么一个长得贼眉鼠眼的人，却说得不知道多招女人喜欢，看着他就献身了。还动不动还佛啊道啊中国人的良心啊，战略、股票、市场、人性啊，全被他分析得头头是道，把一干人等忽悠得一愣一愣的。这种意淫的玩意还”傲然独尊，可遇不可求的完美的长篇小说“呢,0
断断续续两年才看完，我是相信有这么一批高人一等的精英存在的，可对这个故事真的不太感冒,0
豆瓣的评分，好困惑。,0
难道我智障？为啥我总有撕书的冲动呢。,0
谁能告诉我怎么打到8.9的？你出来，我保证打不死你。通篇都是大道理，每个人物都不说人话，你家夫妻热炕头上那么装孙子的说话？还有佛家道家的思想就这么生硬的和故事放一块，作者难道不尴尬？就一句道法自然墨迹了五百多页，并不比那些大师梗的段子更深刻,0
对文化的解剖不敢苟同，理想化过重,0
什么鬼,0
臆想吧，不着地。,0
看到评价高就搜来看看，看到女主出现时的外貌描写就笑了，1000多页，坚持了一半，实在难以下咽。,0
呃...排斥事主的心态下创造了一个主：个人主义没有背景和脉络的绝对真理情况。唏嘘！,0
"结构混乱,逻辑不是很紧密,牵强,文笔一般,",0
很多次被各种书单安利，读完之后非常困惑为何打分如此高。,0
情节之生硬，装逼之yy,0
不是很喜欢，文笔什么的。封神类的男女主，有点刻奇不起来,0
过誉。,0
商战情节比较有创意。整体风格有点大仲马的影子，内功差太多，像是在卖弄。着相了。,0
作者不懂商业，却非要写。,0
我被他忽悠晕了。我建议全人类都看看这个书，简直是花样装逼大全。,0
乱七八糟的一锅乱炖,0
写的可以，但是心情不愉快,0
神神叨叨的。,0
绝对不值得8分。,0
作者是一个自恋自己思想的人，所以整部书里就生硬的刻意的加入了很多自己思想的独白，虽然是通过小说里人物的嘴来说，每次看到这里就会莫名的尴尬。而且作者的这些思想在当时也许是有价值的，超前的，但到了现在已经没有什么可看的了。但作为一本小说来讲，后半部分是不合格的，那么重要的文件，刘岩居然不先拿出来看看，就到处去和人谈判，这种智商的人确实也没有必要活着了。男主基本是一个多智近妖的人，看的时候脑海里不是就出现诸葛亮的样子。而且明显作者对商业并不熟悉，所以商战部分十分的幼稚。,0
故弄玄虚，严重过誉，网文手笔。,0
没办法欣赏，但我居然看完了,0
生意模式和商战模式太古老了 主人公又矫情 实在没有共鸣,0
各种文化符号，各种知识堆砌，真的写的很烂，有点像地摊文学，如果说受追捧的原因，那大概是作者故弄玄虚唬的。,0
忍着终于听完，长吁一口气。“生活啊，你是多么的变幻莫测”一类无病呻吟听多了，李野墨语重心长的声音现在还赖在耳边不走。每当作者摆出振聋启聩的架势，等说出道理却不过是无谓与无根的感怀，我的耐心就被削去一层。写农村是书中最上乘的部分，有血有肉。但描述官场占据大段篇幅，人物如脸谱般单调羸弱，官话连篇难以下咽。我不赞成作者极力宣扬的价值观。人经受苦难不可怕，可怕的是对苦难的偏好。书中优秀的都市女性前赴后继拜倒在农村青年的高贵思想前，后者十分感动但是出于各种原因拒绝了她们。这是官宦千金爱上穷书生的翻版。出现一次是美好，可一个个都这样算怎么回事。作品的全知视角采取一种讲课口吻，文字似未精炼，叙述常重复，正如生怕学生忘了重点。假如你对自己的价值观延续千年没有十足把握，最好不要采取这么强势的叙述态度。,0
叙事手法平庸，平铺直叙，几乎毫无戏剧性可言；从文字到字里行间透露出的思想也是平庸之极。匠气十足的通俗文学作品，坚持读了一百多页后实在难以再读下去。真不明白八九十年代为什么会把这部作品捧得如此之高，也不明白它是怎样获得茅盾文学奖的。,0
一个崇拜的学长倾情推荐，读完以后就再也不崇拜他了,0
文学价值真的是不咋高,0
十几年前，我觉得这本书很牛逼。现在重读，整个儿就一乡村版琼瑶，如此而已。,0
渣,0
一般吧 可以不看,0
况且一点思想性都没有，文笔这么差的书。,0
太做作了，匠气浓郁。 好像时时刻刻都在高潮。,0
初中时很感动，后来再看当时的品位真不怎么的,0
被无产阶级剥削洗脑后得出的人生鸡汤,0
可能有代沟吧，像看七八十年代连续剧看完三本，感受不深。,0
干巴巴的，没意义。现实太琐碎又没文采。,0
读不下去的时候总在激励自己“名气这么大一定有它的道理。”读完痛惜自己浪费生命...这是文学界的样板戏，借时代东风被严重过誉。又臭又长、三观感人，简直怀疑作者有厌女倾向。立意、文笔，没一样可取之处，服了。,0
它的价值都是时代赋予的吧，书本身真不怎么样,0
很失望。,0
算是成功学里比较出名的书，所以今天得空看完。我果然不是这本书的受众，看来感觉什么都说了但又什么都没说，一堆肯定正确又显而易见的道理和很多絮絮叨叨的例子。,0
轻飘飘,0
净废话,0
翻译的好差，书里内容大多也没什么价值。不过有的话还是比较值得记住的，比如刺激和反应之间有一条路那句。,0
感觉很一般，很多东西都是老生常谈，总结一下大概是重视心态，正视环境，把握目标。,0
老觉得励志书都很弱智。。。好吧，我承认我有偏见- -,0
有点扯的真理。阅读时容易崩溃,0
读过了立马全忘了,0
傻逼书一本，半个小时就看完了，没什么营养和启示。好多公司还发呢。,0
励志书不推荐看…,0
用不大可靠的简单例子，阐述大家都懂的道理原则。畅销书就是这款样子。,0
为什么所有这样的书总结出来都是一样的？,0
看不下去,0
最近读不进这类书，觉得空泛，言之无物。这可是我国盗版市场的经典啊。不知道有些观点是不是有点过时了。,0
为了结论不断的偷换概念。以后绝不主动读成功学的书。,0
怎么也读不完.. 道理简单的好象人不吃饭要死一样.,0
为什么我看不出它的好？,0
反正觉得没有针对性。,0
都是特别地摊的道理，到了后半直接变成上帝的神棍。,0
如果一本书就能解决你我内心的问题，恐怕这世界上的心理医生就都要失业了，所以这是不可能的。,0
我不能容忍对于很多自然科学范畴的东西这么非理性的践踏。,0
这是那种可以一目十行，五分钟浏览完的书,0
"没什么用,最后还提了我最反对的潜意识理论。其实大部分问题都出于错信，把握自己的自由可以解决其中的一半，本真地看待自己和他人的自由可以解决99%，剩下的1%就让它去见鬼去吧。",0
